;attacks_BROKEN;attacks_FAST;attacks_MEDIUM;attacks_SLOW;attacks_total;dominance_leftwing_1stquarter;dominance_leftwing_2ndquarter;dominance_leftwing_3rdquarter;dominance_leftwing_4thquarter;dominance_middlewing_1stquarter;dominance_middlewing_2ndquarter;dominance_middlewing_3rdquarter;dominance_middlewing_4thquarter;dominance_rightwing_1stquarter;dominance_rightwing_2ndquarter;dominance_rightwing_3rdquarter;dominance_rightwing_4thquarter;goalmisses;goalmisses_GOALIE_CATCHED;goalmisses_OUTSIDE;goalmisses_kickedfrom_FAR_SHOT;goalmisses_kickedfrom_GOAL_AREA;goalmisses_kickedfrom_PENALTY_AREA;goalopportunities;goals;goals_kickedfrom_FAR_SHOT;goals_kickedfrom_GOAL_AREA;goals_kickedfrom_PENALTY_AREA;goalssuffered;passchains;passes;passmisses;timein_leftwing_1stquarter;timein_leftwing_2ndquarter;timein_leftwing_3rdquarter;timein_leftwing_4thquarter;timein_middlewing_1stquarter;timein_middlewing_2ndquarter;timein_middlewing_3rdquarter;timein_middlewing_4thquarter;timein_rightwing_1stquarter;timein_rightwing_2ndquarter;timein_rightwing_3rdquarter;timein_rightwing_4thquarter;wingchanges;wingchanges_partialvariation;wingchanges_totalvariation
2006
UnKnown09;1;0;0;0;1;0.078431377;0.48734177;0.48207172;0.0;0.2118959;0.26462397;0.31212122;0.0;0.175705;0.27777779;0.4723618;0.0;0;0;0;0;0;0;0;0;0;0;0;1;11;74;42;0.0335507921715;0.215284249767;0.112767940354;0.0;0.0531220876048;0.177073625349;0.0959925442684;0.0;0.0754892823858;0.149114631873;0.0876048462255;0.0;24;24;0
HelliBASH;6;5;2;0;13;0.0;0.18090452;0.41145836;0.57266815;0.875;0.56363636;0.5013928;0.37546467;0.0;0.09561753;0.29113924;0.68845314;3;3;0;2;0;1;13;1;0;0;1;0;14;98;17;0.0;0.0214797136038;0.141408114558;0.157517899761;0.00835322195704;0.110978520286;0.214797136038;0.0602625298329;0.0;0.0143198090692;0.082338902148;0.188544152745;6;6;0

opuCI_2D;6;4;0;0;10;0.06666667;0.1837037;0.25;0.37931034;0.1626506;0.2889952;0.4361111;0.0;0.10457517;0.17717207;0.25287357;0.75;0;0;0;0;0;0;5;0;0;0;0;5;12;80;38;0.0328638497653;0.116431924883;0.0403755868545;0.0206572769953;0.0507042253521;0.283568075117;0.147417840376;0.0;0.0300469483568;0.0976525821596;0.0619718309859;0.118309859155;8;8;0
HELIOS2009;7;10;2;0;19;0.08928572;0.44444447;0.649063;0.7352941;0.56521736;0.375;0.61626793;0.48493977;0.15517241;0.622093;0.7348148;0.6723809;1;1;0;1;0;0;10;5;1;0;4;0;31;161;13;0.00562218890555;0.0434782608696;0.142803598201;0.0843328335832;0.00974512743628;0.0505997001499;0.241379310345;0.0603448275862;0.00337331334333;0.0401049475262;0.185907046477;0.132308845577;47;47;0

opuCI_2D;7;6;1;0;14;0.23529411;0.33333336;0.24432577;0.4056225;0.0;0.35755814;0.1142132;0.2112676;0.30538923;0.45945946;0.38857143;0.5329341;1;1;0;1;0;0;5;3;1;0;2;0;9;70;34;0.00332225913621;0.119601328904;0.151993355482;0.0838870431894;0.0;0.102159468439;0.0747508305648;0.0373754152824;0.0423588039867;0.141196013289;0.169435215947;0.0739202657807;8;8;0
UnKnown09;10;2;1;0;13;0.21556885;0.36190475;0.35405407;0.38922153;0.24413147;0.63832485;0.4040698;0.0;0.35341366;0.5714286;0.3888889;0.0;0;0;0;0;0;0;1;0;0;0;0;3;11;91;32;0.02;0.105555555556;0.0727777777778;0.0361111111111;0.0288888888889;0.279444444444;0.0772222222222;0.0;0.0488888888889;0.237777777778;0.0933333333333;0.0;17;17;0


Group F
Bahia2D;6;0;0;0;6;0.01871102;0.09001957;0.34741783;0.0;0.18018017;0.58995323;0.3371758;0.0;0.032079644;0.1766513;0.41414143;0.0;0;0;0;0;0;0;0;0;0;0;0;23;13;95;56;0.00790166812994;0.0403863037752;0.0649692712906;0.0;0.0702370500439;0.443371378402;0.102721685689;0.0;0.0254609306409;0.100965759438;0.14398595259;0.0;10;10;0
NemesisRC09;3;30;0;0;33;0.0;0.3207071;0.67588326;0.7588496;0.0;0.36887608;0.14135514;0.2725225;0.0;0.34741783;0.7221135;0.8378378;5;4;1;2;0;3;16;23;4;2;17;0;16;117;11;0.0;0.0514378290806;0.178209801539;0.27784528149;0.0;0.0518428513568;0.0490076954232;0.0490076954232;0.0;0.0299716484407;0.149453219927;0.163223977319;25;25;0

Bahia2D;6;0;0;0;6;0.02631579;0.08150471;0.33043476;0.0;0.0962733;0.4097606;0.47239265;0.29166666;0.1;0.2173913;0.53448277;0.2948718;0;0;0;0;0;0;0;0;0;0;0;19;9;90;50;0.0111492281304;0.0222984562607;0.065180102916;0.0;0.0531732418525;0.381646655232;0.198113207547;0.00600343053173;0.0240137221269;0.0857632933105;0.132933104631;0.0197255574614;8;8;0
Oxsy;5;16;4;0;25;0.03846154;0.20344828;0.2652174;0.40714283;0.375;0.22699387;0.30755064;0.48757763;0.0;0.35652172;0.65203766;0.7024292;10;7;3;7;0;3;22;19;5;1;13;0;9;87;28;0.00176159718144;0.0346447445684;0.0716382853787;0.0669406928949;0.00528479154433;0.0651790957134;0.196124486201;0.184380504991;0.0;0.0481503229595;0.12213740458;0.203758073987;23;23;0

LsuAmoyNQ;9;4;0;0;13;0.13015874;0.3281853;0.3297872;0.251497;0.012738854;0.33426968;0.3715342;0.5923077;0.19666668;0.40399002;0.3579677;0.56830605;4;4;0;3;0;1;5;4;0;0;4;1;12;80;44;0.0369702434626;0.0766456266907;0.0559062218215;0.0378719567178;0.00180342651037;0.107303877367;0.181244364292;0.0694319206492;0.0532010820559;0.14607754734;0.139765554554;0.0937781785392;6;6;0
RoboSampad;1;9;0;0;10;0.016393442;0.24711317;0.21197008;0.25666666;0.053846154;0.30314234;0.39606743;0.29299364;0.20958084;0.15957446;0.3281853;0.584127;1;0;1;0;0;1;4;1;0;0;1;4;5;46;22;0.00311203319502;0.110995850622;0.0881742738589;0.0798755186722;0.00726141078838;0.170124481328;0.146265560166;0.0477178423237;0.0363070539419;0.0311203319502;0.0881742738589;0.190871369295;11;11;0

NCL09;2;20;5;0;27;0.11065574;0.30947369;0.7737373;0.85277245;0.10810811;0.12414966;0.23984272;0.20608109;0.36206894;0.48837208;0.7026194;0.8551308;7;7;0;3;0;4;20;16;1;1;15;1;11;81;24;0.011320754717;0.0616352201258;0.160587002096;0.187002096436;0.00670859538784;0.030607966457;0.0767295597484;0.0255765199161;0.00880503144654;0.0616352201258;0.191194968553;0.17819706499;34;34;0
Bahia2D;12;2;0;0;14;0.068410463;0.18027735;0.34551495;0.20689655;0.36486485;0.5229358;0.6445578;0.38513515;0.030592735;0.16363636;0.4336842;0.53688526;4;3;1;2;0;2;4;1;0;0;0;16;17;116;19;0.0206812652068;0.0711678832117;0.0632603406326;0.00729927007299;0.0656934306569;0.242700729927;0.230535279805;0.0346715328467;0.00973236009732;0.0492700729927;0.125304136253;0.0796836982968;16;16;0

NCL09;15;0;1;0;16;0.048128343;0.418239;0.6200257;0.7560976;0.065340905;0.37288136;0.36234818;0.0;0.15636364;0.4882155;0.7328386;0.4409938;2;2;0;2;0;0;0;0;0;0;0;11;15;92;32;0.00452716297787;0.0669014084507;0.242957746479;0.077967806841;0.011569416499;0.177062374245;0.0900402414487;0.0;0.021629778672;0.0729376257545;0.198692152918;0.0357142857143;20;20;0
Oxsy;9;12;1;0;22;0.22981367;0.15584415;0.42424244;0.7272727;0.51162792;0.34615387;0.40572037;0.6676136;0.10243902;0.15275995;0.3773585;0.7593583;3;3;0;2;0;1;28;11;0;0;11;0;13;89;23;0.0222891566265;0.0506024096386;0.0759036144578;0.120481927711;0.0132530120482;0.103012048193;0.230722891566;0.14156626506;0.0126506024096;0.071686746988;0.0722891566265;0.0855421686747;27;27;0

NemesisRC09;9;16;4;0;29;0.20077219;0.1460177;0.7631976;0.7795824;0.6428571;0.26795582;0.4125;0.5;0.29;0.3724138;0.7774608;0.7781753;1;1;0;0;0;1;25;9;0;0;9;1;19;145;20;0.0206349206349;0.0261904761905;0.200793650794;0.133333333333;0.0107142857143;0.0384920634921;0.052380952381;0.0527777777778;0.0115079365079;0.0642857142857;0.21626984127;0.172619047619;38;38;0
NCL09;5;5;0;0;10;0.046511626;0.18830242;0.45517242;0.0;0.12030075;0.4625;0.52486187;0.11904762;0.046403713;0.16289593;0.6946903;0.37451736;1;1;0;0;0;1;3;1;0;0;1;9;9;70;10;0.0204724409449;0.103937007874;0.155905511811;0.0;0.0251968503937;0.116535433071;0.149606299213;0.00393700787402;0.0157480314961;0.0850393700787;0.247244094488;0.0763779527559;12;12;0

NemesisRC09;5;10;0;0;15;0.021276596;0.42201836;0.5560345;0.86013985;0.11111112;0.56870228;0.34628975;0.4672489;0.13416536;0.3415929;0.3781513;0.72103004;2;2;0;2;0;0;13;1;0;0;1;1;20;122;18;0.000591715976331;0.0544378698225;0.152662721893;0.145562130178;0.00828402366864;0.0881656804734;0.115976331361;0.0633136094675;0.0508875739645;0.114201183432;0.10650887574;0.0994082840237;22;22;0
OxBlue09;2;8;1;0;11;0.08583691;0.4684874;0.5380531;0.7659906;0.20524017;0.5141343;0.28244274;0.6269841;0.066433563;0.28879313;0.41743122;0.06382979;2;2;0;2;0;0;14;1;0;0;1;1;14;109;11;0.0112612612613;0.125563063063;0.171171171171;0.276463963964;0.026463963964;0.163851351351;0.0416666666667;0.044481981982;0.0106981981982;0.0754504504505;0.0512387387387;0.00168918918919;22;22;0

OxBlue09;6;13;2;0;21;0.0;0.31343285;0.7759336;0.81818184;0.5487805;0.29477612;0.40920097;0.48812664;0.030612245;0.31925674;0.66735535;0.8299663;2;2;0;1;0;1;26;5;0;0;5;0;24;144;14;0.0;0.0163424124514;0.145525291829;0.133073929961;0.0175097276265;0.0307392996109;0.0657587548638;0.0719844357977;0.00233463035019;0.0735408560311;0.251361867704;0.191828793774;20;20;0
NCL09;9;4;0;0;13;0.09259259;0.28719007;0.5185811;0.7295918;0.1873351;0.3486683;0.5037314;0.036585364;0.019138756;0.16597511;0.54477615;0.97945206;4;4;0;2;0;2;2;0;0;0;0;5;7;60;16;0.0381944444444;0.193055555556;0.213194444444;0.0993055555556;0.0493055555556;0.1;0.09375;0.00208333333333;0.00555555555556;0.0555555555556;0.0506944444444;0.0993055555556;10;10;0

RoboSampad;2;16;5;0;23;0.11494253;0.3659794;0.50222225;0.6671141;0.22619047;0.29909367;0.24715263;0.18153847;0.0;0.17874395;0.6875;0.7532189;4;4;0;0;1;3;17;0;0;0;1;2;11;63;20;0.00518941359626;0.0368448365335;0.117280747276;0.257913855734;0.0098598858329;0.102750389206;0.112610275039;0.030617540218;0.0;0.0192008303062;0.12558380903;0.182148417229;12;12;0
Fifty-Storms09;15;0;3;0;18;0.08369099;0.23863636;0.6859903;0.7764706;0.57846153;0.63325737;0.49093655;0.42857143;0.14899328;0.38444443;0.47938145;0.59770115;0;0;0;0;0;0;3;2;0;0;1;0;7;51;11;0.0201967892284;0.0435007767996;0.0735370274469;0.0683583635422;0.0973588814086;0.287933713102;0.168306576903;0.018643190057;0.0574831693423;0.0895908855515;0.0481615743138;0.0269290523045;8;8;0

WrightEagle;4;7;0;0;11;0.46014492;0.61714287;0.34615387;0.7087379;0.25465837;0.63800907;0.68452385;0.42708336;0.35451504;0.16883118;0.38274933;0.6909091;0;0;0;0;0;0;3;0;0;0;0;1;15;104;26;0.0808402291534;0.0687460216423;0.0343730108211;0.0464672183323;0.0260980267346;0.179503500955;0.0732017823043;0.0260980267346;0.0674729471674;0.0165499681731;0.0903882877148;0.290260980267;10;10;0
LsuAmoyNQ;6;3;0;0;9;0.042424245;0.3881402;0.09090909;0.27759197;0.10416666;0.19642857;0.06334842;0.0621118;0.0;0.3525641;0.24;0.23550724;0;0;0;0;0;0;0;1;1;0;0;0;3;38;19;0.0546875;0.28125;0.02734375;0.162109375;0.01953125;0.064453125;0.0546875;0.01953125;0.0;0.107421875;0.08203125;0.126953125;3;3;0


Place13-16
LEAKINDROPS;2;9;0;0;11;0.48863636;0.42265797;0.486692;0.10543131;0.16666668;0.33085503;0.37443607;0.004484305;0.028985507;0.26415094;0.38304092;0.041450777;0;0;0;0;0;0;0;4;4;0;0;0;13;94;52;0.0335151987529;0.151208106002;0.299298519096;0.0257209664848;0.00155884645362;0.138737334373;0.194076383476;0.000779423226812;0.00311769290725;0.0436477007015;0.102104442712;0.0062353858145;28;28;0
HfutEngine2D;8;2;1;0;11;0.27461142;0.41520466;0.4009434;0.6666667;0.22421524;0.38195488;0.48141266;0.33333336;0.3450479;0.3130545;0.33551197;0.15909091;2;2;0;1;0;1;3;0;0;0;0;4;17;112;14;0.0362517099863;0.0971272229822;0.0581395348837;0.06292749658;0.0341997264022;0.173734610123;0.177154582763;0.00273597811218;0.0738714090287;0.168946648427;0.105335157319;0.00957592339261;33;33;0

NCL09;11;6;1;0;18;0.033980582;0.3607038;0.8164252;0.0;0.3630952;0.4347826;0.50802143;0.55555557;0.09310345;0.61964737;0.7914046;0.7351154;2;2;0;1;0;1;8;2;0;0;2;0;14;96;16;0.00279552715655;0.0491214057508;0.0674920127796;0.0;0.0243610223642;0.0359424920128;0.0379392971246;0.0319488817891;0.0107827476038;0.196485623003;0.301517571885;0.24161341853;17;17;0
LEAKINDROPS;6;5;1;0;12;0.11907655;0.10377358;0.33627205;0.6827586;0.11111112;0.29411766;0.33333336;0.38095238;0.0;0.019323671;0.5190616;0.8932039;1;1;0;1;0;0;8;0;0;0;0;2;8;57;10;0.0796100731113;0.0804224207961;0.216896831844;0.160844841592;0.0129975629569;0.0446791226645;0.0560519902518;0.0519902518278;0.0;0.00324939073924;0.143785540211;0.149471974005;6;6;0

opuCI_2D;5;0;1;0;6;0.15294118;0.22159887;0.4111675;0.6470589;0.3469388;0.4620024;0.19652174;0.13432837;0.10606061;0.25858952;0.3980583;0.7647059;1;1;0;1;0;0;0;0;0;1;0;1;13;91;32;0.0307328605201;0.12450748621;0.063829787234;0.0260047281324;0.0669818754925;0.301812450749;0.0890464933018;0.00709219858156;0.0496453900709;0.11268715524;0.096926713948;0.0307328605201;15;15;0
NCL09;7;10;3;0;20;0.09803922;0.394822;0.61301987;0.7356902;0.5522388;0.46086956;0.35826294;0.19183674;0.019607844;0.35532997;0.64095375;0.5529412;3;3;0;0;0;3;15;1;0;0;0;0;16;86;12;0.00225428313796;0.0550045085663;0.152840396754;0.197024346258;0.0166816952209;0.119477006312;0.133904418395;0.0211902614968;0.000450856627592;0.0315599639315;0.20604147881;0.0635707844905;28;28;0


Place17-19
Bahia2D;12;0;0;0;12;0.024952016;0.10208333;0.24827585;0.0;0.2371134;0.5683987;0.4946889;0.0;0.07960199;0.06758833;0.3418182;0.0;0;0;0;0;0;0;0;0;0;0;0;17;10;96;50;0.0102362204724;0.0385826771654;0.0283464566929;0.0;0.0724409448819;0.422047244094;0.256692913386;0.0;0.0629921259843;0.0346456692913;0.0740157480315;0.0;12;12;0
RoboSampad;1;27;1;0;29;0.0;0.27636364;0.6820277;0.7243781;0.0;0.1229135;0.1802757;0.19329897;0.0;0.26206896;0.81666664;0.8502879;3;3;0;1;0;2;15;17;1;0;16;0;12;93;19;0.0;0.0310584389048;0.181446669391;0.297507151614;0.0;0.0331017572538;0.069472823866;0.030649775235;0.0;0.0155292194524;0.160196158562;0.181038005721;22;22;0

RoboSampad;6;14;2;0;22;0.12903225;0.27868853;0.57024796;0.49726776;0.5;0.25853657;0.51315792;0.34545456;0.0;0.19424461;0.66233765;0.58249157;6;3;3;3;0;3;12;4;0;0;4;0;12;79;16;0.00604534005038;0.0513853904282;0.312846347607;0.183375314861;0.00201511335013;0.0267002518892;0.117884130982;0.0191435768262;0.0;0.0136020151134;0.179848866499;0.0871536523929;21;21;0
UnKnown09;4;0;0;0;4;0.14478114;0.2077922;0.6474821;0.9032258;0.054545455;0.28728071;0.48292683;0.125;0.3306011;0.30119375;0.6284153;0.67741936;0;0;0;0;0;0;0;0;0;0;0;4;8;67;17;0.0313182811362;0.081573197378;0.0655498907502;0.0203932993445;0.00436999271668;0.0954115076475;0.0721048798252;0.000728332119446;0.176256372906;0.238892935178;0.167516387473;0.0458849235251;8;8;0

UnKnown09;11;6;2;0;19;0.025423727;0.26840855;0.74207184;0.70318016;0.51515152;0.3874066;0.54438644;0.2606383;0.5714286;0.46642467;0.62041885;0.8935185;5;3;2;3;0;2;4;6;1;0;5;1;22;143;48;0.00238758456029;0.0449661758854;0.139673696777;0.0791882212495;0.0202944687624;0.144448865897;0.16593712694;0.0194986072423;0.0159172304019;0.102268205332;0.188619180263;0.0768006366892;32;32;0
Bahia2D;11;2;3;0;16;0.02777778;0.21596857;0.3248639;0.0;0.25;0.26892952;0.37566704;0.08080808;0.06713781;0.1754757;0.4821853;0.64830505;2;2;0;2;0;0;2;1;0;0;1;6;12;92;14;0.00422237860662;0.116115411682;0.125967628431;0.0;0.0330752990852;0.14496833216;0.247712878255;0.00562983814215;0.0133708655876;0.0584095707248;0.142857142857;0.107670654469;17;17;0


Place5-8
LsuAmoyNQ;5;10;0;0;15;0.074468083;0.575;0.37246964;0.6447877;0.069767447;0.53642387;0.22147652;0.40837696;0.036951501;0.22258064;0.28373014;0.55855858;2;2;0;2;0;0;15;3;0;0;3;1;11;70;30;0.0124444444444;0.143111111111;0.0817777777778;0.148444444444;0.00266666666667;0.072;0.088;0.138666666667;0.0142222222222;0.0613333333333;0.127111111111;0.110222222222;14;14;0
OxBlue09;3;9;0;0;12;0.16666668;0.39484127;0.4451613;0.42494225;0.29319372;0.59060402;0.25827812;0.372093;0.13127414;0.15384616;0.19285715;0.7074468;1;1;0;1;0;0;5;1;0;0;1;3;10;85;20;0.0296474358974;0.159455128205;0.110576923077;0.147435897436;0.0897435897436;0.211538461538;0.03125;0.0128205128205;0.0272435897436;0.0304487179487;0.0432692307692;0.106570512821;8;8;0

NemesisRC09;9;6;1;0;16;0.14948453;0.53977276;0.492278;0.48909657;0.14754099;0.40714283;0.44987774;0.31914892;0.09352518;0.34656082;0.47113884;0.41226574;2;2;0;1;0;1;3;0;0;0;0;1;21;117;34;0.0184010152284;0.0602791878173;0.161802030457;0.0996192893401;0.00571065989848;0.0723350253807;0.116751269036;0.0285532994924;0.00824873096447;0.0831218274112;0.191624365482;0.153553299492;20;20;0
HelliBASH;7;3;1;0;11;0.0988075;0.26833073;0.3888889;0.589928;0.4964539;0.40586796;0.46785717;0.37704918;0.30841122;0.36679535;0.18181818;0.6082474;0;0;0;0;0;0;9;1;0;1;0;0;9;86;19;0.0450310559006;0.133540372671;0.114130434783;0.0636645962733;0.054347826087;0.128881987578;0.101708074534;0.0178571428571;0.0768633540373;0.14751552795;0.0248447204969;0.0916149068323;8;8;0




